labels,text
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
ham,Thank you princess! You are so sexy...
ham,What Today-sunday..sunday is holiday..so no work..
ham,No it will reach by 9 only. She telling she will be there. I dont know
ham,I not busy juz dun wan 2 go so early.. Hee.. 
ham,Actually I decided I was too hungry so I haven't left yet :V
ham,K then 2marrow are you coming to class.
ham,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...
ham,But you were together so you should be thinkin about him
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
ham,I went to project centre
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
ham,Oooh I got plenty of those!
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,Am not interested to do like that.
ham,Networking technical support associate.
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,i see. When we finish we have loads of loans to pay
ham,Rats. Hey did u ever vote for the next themes?
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
ham,All sounds good. Fingers . Makes it difficult to type
ham,ÌÏ got wat to buy tell us then Ì_ no need to come in again.
ham,I've got it down to a tea. not sure which flavour
ham,If you r @ home then come down within 5 min
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
ham,U still going to the mall?
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...
ham,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..
ham,Wat r u doing now?
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
ham,Can you open the door?
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
ham,Only saturday and sunday holiday so its very difficult:)
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,Dunno lei he neva say...
ham,It means u could not keep ur words.
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES
ham,I'm home. Ard wat time will u reach?
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
ham,Hey i will be late ah... Meet you at 945+
ham,No da if you run that it activate the full version da.
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,Do u hav any frnd by name ashwini in ur college?
ham,No da. I am happy that we sit together na
ham,"fyi I'm at usf now, swing by the room whenever"
ham,on hen night. Going with a swing
ham,Oh ok.. Wat's ur email?
ham,Hi. I'm sorry i missed your call. Can you pls call back.
ham,What not under standing.
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
ham,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?
ham,Thank you. do you generally date the brothas?
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
ham,And he's apparently bffs with carly quick now
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
ham,K I'll be sure to get up before noon and see what's what
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
ham,Draw va?i dont think so:)
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
ham,Po de :-):):-):-):-). No need job aha.
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx
ham,i want to grasp your pretty booty :)
ham,Ok anyway no need to change with what you said
ham,U call me alter at 11 ok.
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
ham,Ambrith..madurai..met u in arun dha marrge..remembr?
ham,Hey what's up charles sorry about the late reply.
ham,Thank u!
ham,"Sure, I'll see if I can come by in a bit"
ham,Thats cool. Where should i cum? On you or in you? :)
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
ham,Babe ? I lost you ... Will you try rebooting ?
ham,If you are not coughing then its nothing
ham,U attend ur driving lesson how many times a wk n which day?
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
ham,For my family happiness..
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\"""""
ham,Mm yes dear look how i am hugging you both. :-P
ham,"Sorry that took so long, omw now"
ham,Thought we could go out for dinner. I'll treat you! Seem ok?
ham,Talk to g and x about that
ham,Yes fine 
ham,at bruce b downs &amp; fletcher now
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book 
ham,Aiyah then i wait lor. Then u entertain me. Hee...
ham,Ok...
ham,Lol for real. She told my dad I have cancer
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
ham,S:)but he had some luck.2 catches put down:)
ham,"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
ham,When Ì_ login dat time... Dad fetching Ì_ home now?
ham,I am in hospital da. . I will return home in evening
ham,Ok i'm coming home now.
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow
ham,Ok.ok ok..then..whats ur todays plan
ham,I'm done...
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
ham,Pls dont restrict her from eating anythin she likes for the next two days.
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,On ma way to school. Can you pls send me ashley's number
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
ham,say thanks2. 
ham,I think it's all still in my car
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,And miss vday the parachute and double coins??? U must not know me very well...
ham,Yo we are watching a movie on netflix
ham,Kallis is ready for bat in 2nd innings
ham,"&lt;#&gt; , that's all? Guess that's easy enough"
ham,I think asking for a gym is the excuse for lazy people. I jog.
ham,Sleeping nt feeling well
ham,Yup i thk so until e shop closes lor.
ham,Tell me something. Thats okay.
ham,Are you the cutest girl in the world or what
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. "
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,I know a few people I can hit up and fuck to the yes
ham,How come u got nothing to do?
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
ham,"Yep, at derek's house now, see you Sunday &lt;3"
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,U coming 2 pick me?
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,"alright, I'll make sure the car is back tonight"
